rank	candidate_id	title	buyer	deadline	value	currency	band	reasons	scope_dce	term_value_dce	deep_batch
1954	US-SAM:be944b9c673e44f99994ed453a6b1934	Scientific Evidence Evaluation and Knowledge Integration for Translational Toxicology	HEALTH AND HUMAN SERVICES, DEPARTMENT OF	2026-09-03T20:00:00+00:00			LOW		s within DTT. Additional information about the DTT organizational structure is available on the NIEHS website. MANDATORY QUALIFICATION CRITERIA Mandatory qualification criteria will apply to this requirement. The qualification criteria establish conditions that must be met at the time indicated bel…		batch-195.json
1955	TED:577969-2026	Romania – Blood-testing reagents – Medii de cultura, reactivi pentru analizoare si truse diagnosticare II	SPITALUL CLINIC OBSTETRICA GINECOLOGIE CUZA-VODA	2026-09-23T03:00:00+00:00	1552965.06	RON	LOW				batch-195.json
1956	EE-RHR:ee262a14-e662-4a80-bd31-5bdcd15d3ae0	Tõrva vald, Leebiku küla, Veski tee 1 korteriühistu (projekteerimis-ehitushange)	Tõrva vald, Leebiku küla, Veski tee 1 korteriühistu	2026-09-22T07:00:00+00:00	647420.0	EUR	LOW				batch-195.json
1957	IT-PVL:eeb7af4e-e136-438e-959d-c704a209974e	Procedura aperta per l’acquisizione di sottoscrizioni software del produttore Canonical e dei connessi servizi professionali (22I11 – G009/26)	BANCA D'ITALIA	2026-08-31T13:00:00+00:00	12665060.37	EUR	LOW			rofessionali (22I11 – G009/26) Beschreibung: G009/26 - Procedura aperta per l’acquisizione di sottoscrizioni software del produttore Canonical e dei connessi servizi professionali ((22I11) Kennung des Verfahrens: 4175906e-2da6-4a13-8e73-94e17bf06e06 Interne Kennung: 22I11 – G009/26 Verfahrensart: O…	batch-195.json
1958	WORLD-BANK:OP00457299	Technical Support and Project Management Consultant		2026-09-02T00:00:00+00:00			LOW		ing template for the preparation and submission of the Expressions of Interest (available at the following link:&nbsp;</u></em><em>https://drive.google.com/drive/folders/1-nEllWAr4J593llSS--zfkIU_Hk6E_dr?usp=drive_link</em><em><u>)</u>. At the same time, the Consultants may, at their own discretion…	===== FILE: files/world_bank_procurement_notice_OP00457299.html ===== <p><strong>&nbsp;(</strong><strong>DEADLINE EXTENSION)&nbsp; &nbsp; &nbsp;</strong></p><p><strong>REQUEST FOR EXPRESSIONS OF INTEREST (CONSULTING SERVICES FIRMS SELECTION)</strong></p><p><strong>UKRAINE</strong></p><p><strong>Pro…	batch-195.json
1959	TED:520958-2026	Romania – Laboratory, optical and precision equipments (excl. glasses) – Sistem integrat de analiză elementală de ultra-urme – Proiect SOIL	Universitatea Nationala de Stiinta si Tehnologie Politehnica Bucuresti	2026-08-31T03:00:00+00:00	1427414.0	RON	LOW				batch-195.json
1960	US-SAM:de7423f8c62a4d9f99b804b358cdba85	Q522--Onsite Interventional Radiology Physician Services JJP	VETERANS AFFAIRS, DEPARTMENT OF	2026-10-16T11:00:00+00:00			LOW		e standard of $16M. The PSC for this procurement is Q522 Medical - Radiology. Offerors or quoters are required to have an active Federal Government contracts registration in SAM when they submit an offer or quotation, and at the time of award (ref. RFO FAR 4.203-1(b)). The Contract Specialist for t…	J. Peters VA Medical Center | 130 West Kingsbridge Road | 130 West Kingsbridge Road | The Bronx, NY | The Bronx, NY POSTAL CODE | 10468-3904 | 10468-3904 COUNTRY | USA | USA CONTRACTING OFFICE ADDRESS | Department of Veterans Affairs Network Contracting Office 2 Canandaigua VA Medical Center 400 Fo…	batch-195.json
1961	TED:555173-2026	Poland – Vehicles for the emergency services – ZAKUP LEKKIEGO SAMOCHODU OPERACYJNEGO 2	Komenda Wojewódzka Państwowej Straży Pożarnej w Warszawie	2026-09-15T10:00:00+02:00			LOW			yczy – brak wypełnienia Zamawiający uzna za brak przedstawienia równoważności): * opis zastosowanego rozwiązania równoważnego powinien być szczegółowy, aby Zamawiający mógł w sposób jednoznaczny uznać zastosowane rozwiązanie za równoważne wymaganemu w opisie przedmiotu zamówienia. *- niewłaściwe sk…	batch-196.json
1962	TED:73368-2026	Spain – Port operation services – Concurso público con el objeto de seleccionar una oferta para el otorgamiento de una concesión administrativa destinada a la construcción y explotación de una terminal polivalente abierta al uso general en el Puerto de Tarrago	Autoridad Portuaria de Tarragona				LOW		a cláusula de actividad mínima o de tráfico mínimo de obligado cumplimiento para el concesio- nario a partir de la fecha de reconocimiento de las obras en el caso de que la concesión comprenda la ejecución de obras o, en otro caso, desde la fecha de inicio de la concesión. Si el concesionario incum…		batch-196.json
1963	TED:681682-2024	Czechia – Network equipment – Systém kvalifikace - Obnova OT sítě	EG.D, a.s.				LOW		(BT-736-Lot) Zadavatel musí p ř ijímat elektronické faktury dle § 221 ZZVZ Budou p ř ijímány elektronické faktury (BT-743-Lot) Dal š í zvlá š tní podmínky, kterým podléhá pln ě ní ve ř ejné zakázky, p ř edev š ím pokud jde o zabezpe č ení dodávek a d ů v ě rnost informací (BT-70-Lot) Osv ě d č ení …	uvedeny v zadávací dokumentaci zadávacích ř ízení navazujících na p ř edm ě tný systém kvalifikace. Ž ádná z mo ž ností Odpov ě dné ve ř ejné zadávání (BT-06-Lot) Popis odpov ě dného ve ř ejného zadávání (BT-777-Lot) Uplatn ě ní podmínek p ř ístupnosti pro osoby s posti ž ením v technických speciﬁk…	batch-196.json
1964	UK_PCS_OCDS:rls-35-AUG561817	Loreburn Housing Association Stock Condition Surveys	Loreburn Housing Association	2026-09-07T12:00:00+00:00	450000.0	GBP	LOW		eburn Housing Association Publication Date: 06/08/2026 Deadline Date: 07/09/2026 Deadline Time: 12:00 Notice Type: 02 Contract Notice Has Documents: Yes Has SPD: Yes Abstract: Loreburn Housing Association (LHA) is commissioning Stock Condition Surveys (SCS) across its housing stock to provide accur…	ing (EESSH). - Long-Term Asset Management Strategy. - Business Planning and Financial Forecasting. - Planned Investment Programming. - Net Zero and Decarbonisation Planning. - Regulatory Assurance and Audit Requirements. The survey programme forms part of LHA’s rolling stock condition survey strate…	batch-196.json
1965	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317224	Consejo de Administración de la Autoridad Portuaria de Santa Cruz de Tenerife		2026-09-18T00:00:00+00:00	800000	EUR	LOW		n A través de PLACE para licitación superiores o iguales a 15.000 euros, convocando una segunda licitación, invitando a todos los licitadores homologados a través de una comunicación desde el expediente de Establecimiento de Acuerdo Marco. Para licitaciones inferiores a 15.000 euros, la solicitud d…	e ficha técnica, documentación técnica del fabricante, certificaciones de terceros, documentación de conformidad o evidencia equivalente admisible conforme a lo previsto en este pliego y en los contratos basados. La APSCT podrá requerir la aportación de la documentación técnica necesaria para compr…	batch-196.json
1966	US-SAM:e86c11ef13df41e2b2443fb6a889fd12	Space Planning and Design	JUSTICE, DEPARTMENT OF	2026-09-04T18:00:00+00:00			LOW		DER NUMBER 5. SOLICITATION NUMBER 6. SOLICITATION ISSUE DATE 7. FOR SOLICITATION INFORMATION CALL: a. NAME b. TELEPHONE NUMBER (No collect calls) 8. OFFER DUE DATE/ LOCAL TIME 9. ISSUED BY 13b. RATING 14. METHOD OF SOLICITATION CODE 15. DELIVER TO 16. ADMINISTERED BY CODE 18a. PAYMENT WILL BE MADE …	RDER NUMBER: Page 64 of 79ORDER NUMBER: Page 65 of 79ORDER NUMBER: Page 66 of 79ORDER NUMBER: Page 67 of 79ORDER NUMBER: Page 68 of 79ORDER NUMBER: Page 69 of 79ORDER NUMBER: Page 70 of 79ORDER NUMBER: Page 71 of 79ORDER NUMBER: Page 72 of 79ORDER NUMBER: Page 73 of 79ORDER NUMBER: Page 74 of 79ORD…	batch-196.json
1967	TED:567319-2026	Poland – Plumbing equipment – Dostawa zestawu do wyłamywania drzwi.	Skarb Państwa - Jednostka Wojskowa Nr 2305	2026-08-31T10:00:00+02:00			LOW			PRZEDMIOTU ZAMÓWIENIA . przekazane wyłącznie Wykonawcom, którzy zostaną zaproszeni do składania ofert. Załącznik nr 1 – Wniosek o dopuszczenie do udziału w postępowaniu. Załącznik nr 2 – Oświadczenie wykonawcy w postaci Jednolitego Europejskiego Dokumentu Zamówienia (JEDZ). Załącznik nr 6 – Oświadc…	batch-196.json
1968	US-SAM:518c5868c4c84f97801ef3b33bb4e39c	Request for Information Commercial Clay Source for New Orleans to Venice (NOV), Louisiana (LA) Projects Hurricane and Storm Damage Risk Reduction System	DEPT OF DEFENSE	2027-08-31T16:00:00+00:00			LOW		===== FILE: files/APPENDIX_A_NOV_BORROW_MATERIAL_RFI.pdf ===== New Orleans to Venice (NOV), Louisiana (LA) Projects Hurricane and Storm Damage Risk Reduction System Request for Information (RFI) – Commercial Clay Source Appendix A – Commercial Clay Source Requirements A Commercial Clay Source pit i…		batch-196.json
1969	US-SAM:d91c1dc52c064840abe98d7d77596d7e	J--Service contract repair of X500R GC/QToF mass spectrometer	ENVIRONMENTAL PROTECTION AGENCY	2026-09-10T00:00:00+00:00			LOW		will be used to support current approved PFAS research and future requests from Program Offices. This acquisition is restricted to the following manufacturer: Company: AB Sciex LLC Company Address: 1201 Radio Rd, REDWOOD CITY, CA 94065-1217 Company Point of Contact and Phone Number: Michael Etzel (…	===== FILE: files/JOFOC_Public_Posting_68HERW26P0278_1.pdf ===== JUSTIFICATION FOR OTHER THAN FULL AND OPEN COMPETITION (JOFOC) FOR COMMERCIAL PRODUCTS/SERVICES OVER THE SIMPLIFIED ACQUISITION THRESHOLD (SAT) USING SIMPLIFIED PROCEDURES (REVOLUTIONARY FAR OVERHAUL (RFO)) REF ERENCE: SOL 68HERW26R00…	batch-196.json
1970	US-SAM:e433375c801a45fabf4f27dd72f5a7d4	For ASTM Standards Access � Agency?Wide Subscription	NATIONAL AERONAUTICS AND SPACE ADMINISTRATION	2026-08-30T00:00:00+00:00			LOW		3-2 – Unusual and Compelling Urgency. 5. FAR 6. 104-1(a)(5) – A demonstration that the proposed contractor’s unique qualifications or the nature of the acquisition requires use of the authority cited: The rationale supporting the use of 10 U.S.C. 3204(a)(2) is the late-stage n otice from the incumb…	agency is NASA, and the contracting activity is MSFC Office of Procurement. 2. FAR 6.104-1(a)(2) – The nature and/or description of the action being approved: This justification provides the rationale for contracting by other than full and open competition to award a contract to ASTM International …	batch-196.json
1971	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_19930790	Dirección General LogiRail S.A.		2026-11-29T00:00:00+00:00	537875	EUR	LOW		s y micrófono incorporado con cancelación de ruido. Existirán dos opciones una wired (USB) y otra Wireless (Bluetooth). • Dock Station USB-C (misma marca que el portátil) con salida HDMI, USB’s para datos y con alimentación USB- C. Este elemento deberá tener un cargador adicional al que ya viene co…		batch-197.json
1972	TED:581466-2026	Romania – Security software package – Contract de furnizare Licență pentru echipament de protecție firewall	Ministerul Apărării - Unitatea Militară 02499 București	2026-09-25T03:00:00+00:00	1775550.0	RON	LOW				batch-197.json
1973	US-SAM:f9ad6f6217e24a19a906c8d7e03e3180	ID FLAP KOOTEN 8450(1), Yellowstone Trail Road, Segment 1	TRANSPORTATION, DEPARTMENT OF	2028-08-20T00:00:00+00:00			LOW		aho The work consists of installation of a new structure, realigning and reconstructing the roadway, and stabilizing the rock-mass below the structure. The project includes a single-span precast, prestressed concrete structure, approx. 55 feet in length. Project length: 0.20 miles Tentative Fixed C…		batch-197.json
1974	IT-PVL:84bd8896-8283-4ecd-8fb9-293a689ed345	AFFIDAMENTO DEL SERVIZIO DI &#8220;NOLEGGIO DEL SOFTWARE DI GESTIONE DELLE SANZIONI E DEGLI ATTI RELATIVI ALLE VIOLAZIONI DEL CODICE DELLA STRADA ED ALLE ALTRE SANZIONI AMMINISTRATIVE RELATIVE ALLE ATTIVIT&#192; DI POLIZIA LOCALE, ASSISTENZA E MANUTENZIONE ORD	COMUNE DI LECCE	2026-08-31T07:00:00+00:00	891000.0	EUR	LOW			TIONE DELLE SANZIONI E DEGLI ATTI RELATIVI ALLE VIOLAZIONI DEL CODICE DELLA STRADA ED ALLE ALTRE SANZIONI AMMINISTRATIVE RELATIVE ALLE ATTIVITÀ DI POLIZIA LOCALE, ASSISTENZA E MANUTENZIONE ORDINARIA E STRAORDINARIA, FORMAZIONE ED ATTIVITÀ CORRELATE Kennung des Verfahrens: 84caebfc-22a6-4e1b-a388-ba…	batch-197.json
1975	TED:571090-2026	Portugal – Software-related services – 26AS00008019 - Aquisição de suporte para equipamentos de comunicações e voz Cisco	Instituto de Gestão Financeira e Equipamentos da Justiça, IP	2026-09-19T23:59:59+00:00	1210511.2	EUR	LOW			for Redundancy | | | | | | | | Expressway | 2200 | 12 | Cisco Expressway Rich Media Session License | | | | | | | | TOTAL DA PROPOSTA | | | | | | 0 | 0 | | | | (*) Os preços unitários devem incluir todos os encargos necessários à execução integral do contrato (licenciamento/subscrição, suporte, ati…	batch-197.json
1976	IT-PVL:8fd30c8c-0bfe-4ab0-b3cd-f14bfe220e5a	Fornitura di una suite applicativa gestionale erogata in modalità Software as a Service presente sul Catalogo delle Infrastrutture digitali e dei Servizi cloud dell’Agenzia per la Cybersicurezza nazionale per il Comune di Tarquinia (VT) in modalità Cloud	COMUNE DI TARQUINIA	2026-09-24T11:00:00+00:00	491244.83	EUR	LOW			scolastici • servizi finanziari • economato, inventario e patrimonio • tributi ed entrate extra tributarie • sviluppo economico e attività produttive • edilizia e urbanistica e gestione del territorio • lavori pubblici, opere pubbliche e manutenzioni • servizi cimiteriali • servizi cimiteriali • se…	batch-197.json
1977	IT-PVL:180e7347-a059-4d81-8d5e-c57f2f08848a	ID 26FIN127 affidamento di un servizio per il monitoraggio dello studio "TRIAL CLINICO MULTICENTRICO, RANDOMIZZATO E CONTROLLATO, SULL'EFFICACIA E SICUREZZA DEL SOFTWARE INFORMA 2.0 NEL DISTURBO NEUROCOGNITIVO MINORE (MILD COGNITIVE IMPAIRMENT) E NEL DISTURBO 	AZIENDA OSPEDALE-UNIVERSITA' PADOVA	2026-09-22T08:00:00+00:00	449104.0	EUR	LOW			rvizio per il monitoraggio dello studio "TRIAL CLINICO MULTICENTRICO, RANDOMIZZATO E CONTROLLATO, SULL'EFFICACIA E SICUREZZA DEL SOFTWARE INFORMA 2.0 NEL DISTURBO NEUROCOGNITIVO MINORE (MILD COGNITIVE IMPAIRMENT) E NEL DISTURBO NEUROCOGNITIVO MAGGIORE (DEMENZA) DI GRADO LIEVE" per l'Azienda Ospedal…	batch-197.json
1978	TED:556113-2026	Poland – Motor vehicles – Dostawa fabrycznie nowego Ambulansu Kryminalistycznego TK/DVI wraz z przyczepą dla Laboratorium Kryminalistycznego KWP w Szczecinie	Komenda Wojewódzka Policji w Szczecinie	2026-09-15T02:00:00+00:00	1056910.56	PLN	LOW				batch-197.json
1979	EE-RHR:7265ee16-e22c-4410-98af-28394368065a	Vanasadama kruiisilaevade kaldaelektri seadmete soetamine koos projekteerimis- ja paigaldustöödega	aktsiaselts TALLINNA SADAM				LOW		ja 7 sätestatud tingimustele, siis peab taotlus sisaldama infot iga ühistaotleja poolt täidetava hankelepingu osa suuruse ja iseloomu kohta vormil 7 (RHS § 103 lg 4). Kas taotleja on vajadusel lisanud täidetud vormi 7 töölehele "Lisadokumendid"? (Raadionupp valikutega "Jah/Ei") TÄIDETUD LEPINGUD (C…		batch-197.json
1980	IT-PVL:fecc9f1c-1317-4ceb-b51c-7b3353f120af	procedura telematica aperta, ai sensi degli artt. 25 e 71 del D.lgs. 36/2023, per la “fornitura in somministrazione di ausili per l’incontinenza, materiale sanitario, medicazioni e presidi chirurgici, articolata in 36 lotti, occorrenti ai vari reparti dell’A.O	AZIENDA OSPEDALIERA UNIVERSITARIA POLICLINICO PAOLO GIACCONE DI PALERMO		708543003.34	EUR	LOW			degli artt. 25 e 71 del D.lgs. 36/2023, per la “fornitura in somministrazione di ausili per l’incontinenza, materiale sanitario, medicazioni e presidi chirurgici, articolata in 36 lotti, occorrenti ai vari reparti dell’A.O.U.P.”, per la durata di tre anni, con opzione di proroga di 12 mesi e utiliz…	batch-197.json
1981	IT-PVL:91c01642-d735-49cf-99ec-600c81c8788e	Fasc. 393: Pezzi di Rispetto ASTRA-IVECO	DIREZIONE D'INTENDENZA MARINA MILITARE DI BRINDISI	2026-08-27T08:00:00+00:00	645760.51	EUR	LOW			teidigung Tätigkeit des öffentlichen Auftraggebers: Verteidigung 2. Verfahren 2.1. Verfahren Titel: Fasc. 393: Pezzi di Rispetto ASTRA-IVECO Beschreibung: Fasc. 393: Pezzi di Rispetto ASTRA-IVECO Kennung des Verfahrens: a2b545a8-b411-4f6c-bc5d-faf7b953496d Interne Kennung: 6458706 Verfahrensart: Of…	batch-198.json
1982	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317406	Conselleria de Educación, Cultura y Universidades		2026-09-03T00:00:00+00:00	214656.51	EUR	LOW		edio plazo como son:  Las necesidades de equipamiento para las obras nuevas planificadas en el Plan de Obras que nos facilita la Dirección General de Infraestructuras, así como, las necesidades de dotación del equipamiento necesario para los centros integrados en el Plan Edificant y que, de acuerd…		batch-198.json
1983	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317363	Junta de Gobierno Local del Ayuntamiento de Alicante		2026-09-21T00:00:00+00:00	1052842.1	EUR	LOW		la disposición adicional segunda de la LCSP. 4. - JUSTIFICACIÓN DE LOS MEDIOS DE SOLVENCIA. Según el art. 116.4.c) de la LCSP, que establece la justificación de los criterios de solvencia técnica o profesional y económica y financiera en el expediente de contratación, se ha seleccionado en este con…		batch-198.json
1984	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317160	Pleno de la Entidad Local Menor de El Temple		2026-09-21T00:00:00+00:00	99709.46	EUR	LOW		ar lugar a contaminación del medio ambiente o perjudicar a la salud humana. Se contempl an los residuos inertes procedentes de obras de construcción y demolición, incluidos los de obras menores de construcción y reparación domiciliaria sometidas a licencia municipal o no. 2.- ESTIMACIÓN DE RESIDUOS…		batch-198.json
1985	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_PlataformasAgregadasSinMenores_20318908	ICS - Gerència de compres		2026-09-25T00:00:00+00:00	21530.5	EUR	LOW				batch-198.json
1986	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317103	Instituto Social de la Marina -Dirección Provincial de Tenerife		2026-09-25T00:00:00+00:00	483104.6	EUR	LOW		nsultiva de Contratación Administrativa del Ministerio de Hacienda y Función Pública, así como el emitido por los órganos correspondientes de la respectiva Comunidad Autónoma. Si se aportara clasificación como acreditación de la solvencia, los licitadores deberán incluir en el sobre nº1 declaración…		batch-198.json
1987	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317576	Intendente de Ferrol		2026-09-03T00:00:00+00:00	49999.36	EUR	LOW		2,35 € 23,50 € CSV: 203001wqpcSX1RcO2DCUsc+CPoU/AuwxQ= - http://sede.defensa.gob.es 7 MINISTERIO DE DEFENSA ARMADA JEFATURA DE APOYO LOGISTICO ARSENAL MILITAR DE FERROL JEFATURA DE APROVISIONAMIENTO Y TRANSPORTES - SERVICIO DE REPUESTOS Y PERTRECHOS - 51AV0001-0 00-951-8811 CINTA REFLECTANTE 80244 …		batch-198.json
1988	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317521	Junta de Gobierno Local del Ayuntamiento de Jumilla		2026-09-08T00:00:00+00:00	1782751.93	EUR	LOW		rtículo 13 de la Ley 9/2017 de 8 de Noviembre, de Contratos del Sector Público, por la que se transponen al ordenamiento jurídico español las Directivas del Parlamento Europeo y del Consejo 2014/23/UE y 2014/24/UE, de 2 6 de febrero de 2014. 2) Que en la redacción del presente proyecto se han tenid…		batch-198.json
1989	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20015360	Gerencia de MAZ Mútua de Accidentes de Trabajo y Enfermedades Profesionales de la Seguridad Social nº 11		2026-09-16T00:00:00+00:00	889050	EUR	LOW		RATAMIENTO deberá notificar al RESPONSABLE DE TRATAMIENTO, sin dilación alguna y, en cualquier caso, dentro de las 24 horas a partir del conocimiento o la sospecha, la violación de seguridad de sus datos personales. El ENCARGADO DE TRATAMIENTO proporcionará al RESPONSABLE DE TRATAMIENTO la informac…		batch-198.json
1990	TED:575819-2026	Romania – Preserved and/or canned vegetables – Acord-cadru: Conserve, oua si paine	SPITALUL JUDETEAN DE URGENTA "SFANTA CHIRIACHI" VASLUI	2026-09-21T03:00:00+00:00	2487600.0	RON	LOW				batch-198.json
1991	TED:576126-2026	Romania – Riverbank protection works – Servicii de elaborare a proiectului tehnic și a detaliilor de execuție, verificare tehnică de calitate a proiectului tehnic, asistență tehnică și execuție de lucrări aferente obiectivului de investiții „PROMENADA VERDE” –	Sector 1 (Sectorul 1 al municipiului Bucuresti)	2026-08-31T03:00:00+00:00	269090089.0	RON	LOW				batch-199.json
1992	TED:557367-2024	Italy – Engineering studies – Sistema di Qualificazione SQ 022/2024 Rilievo, il monitoraggio e la modellazione idraulica della rete di fognatura.	A2A S.P.A. - APPROVVIGIONAMENTI				LOW		one e cose. L’Appaltatore deve in particolare adottare tutte le disposizioni necessarie affinché i macchinari, le attrezzature e i mezzi d’opera utili zzati non possano subire o a loro volta arrecare danni da e/o a personale dipendente o a terzi o a cose. In ogni caso, fermo quanto previsto all’art…		batch-199.json
1993	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317597	Alcaldía del Ayuntamiento de Rianxo		2026-09-02T00:00:00+00:00	226421.57	EUR	LOW		actos sujetos a licencia) Obras de construcción o edificación Adecuación a la Normativa Urbanística: Parámetros según Ordenanza nº3 - Suelo Urbano de Alta Densidad. NNSS de Rianxo. Normativa Proyecto Superficie de parcela > 70m2 432,39m2 Frente de parcela > 5m 44,6m Fondo de parcela > 70m2 > 70m2 A…		batch-199.json
1994	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317526	Junta de Gobierno Local del Ayuntamiento de Fuenmayor		2026-09-07T00:00:00+00:00	65087.43	EUR	LOW		222 ml.  Anchura de trabajo: 5 metros. Mejora del tramo Nº1 CAMINO PEÑA GORDA (Pk 0+0290 Pk 0+298): Sus características principales (ver planos) son:  Longitud: 308 ml.  Anchura de trabajo: 4 metros. Mejora del tramo Nº2 CAMINO PEÑA GORDA: Sus características principales (ver planos) son:  Long…	os ensayos alguno de los tramos fuera aprovechable y no fuera necesario demolerlo, entonces serán abonados al Contratista en las condiciones establecidas en el párrafo 1 de este apartado. MEJORA DE CAMINOS RURALES EN EL T.M. DE FUENMAYOR. CAMINO DE PEÑA GORDA 43 ARTICULO 5.02.- RIEGOS CON GRAVILLAS…	batch-199.json
1995	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317255	Dirección General de Racionalización y Centralización de la Contratación-Junta de Contratación Centralizada			658919.68	EUR	LOW		, en su caso (conforme a la legislación española), sean exigibles para la realización de la actividad o prestación que constituya el objeto del sistema dinámico. 7.2.- Prohibiciones de contratar No podrán contratar con el sector público las personas físicas o jurídicas en quienes concurra alguna de…		batch-199.json
1996	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317617	Presidencia de la Diputación Provincial de Huelva		2026-09-03T00:00:00+00:00	192000	EUR	LOW		ivalente, cuya acreditación se realizará por parte del licitador propuesto como adjudicatario mediante la aportación del certificado de gestión de seguridad y salud expedido por organismos independientes, acreditado por ENAC o equivalente, que acrediten que la empresa licitadora tiene implantado y …		batch-199.json
1997	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317336	Intendente de Cartagena		2027-11-30T00:00:00+00:00	124218.62	EUR	LOW		ERAL DE ASUNTOS ECONÓMICOS SUBDIRECCIÓN GENERAL DE CONTRATACIÓN PLIEGO DE CLÁUSULAS ADMINISTRATIVAS PARTICULARES QUE HA DE REGIR EN EL CONTRATO DE S ERVICIOS DE: JAT-T.A. SERVICIO DE CATERING DIARIO A BUI´S ISLAS BALEARES : CN PALMA DE MALLORCA, INASO SÓLLER Y CN MAHÓN, A ADJUDICAR POR PROCEDIMIENT…		batch-199.json
1998	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317232	Alcaldía del Ayuntamiento de Armilla		2026-09-02T00:00:00+00:00	44000	EUR	LOW		verificación puede comprobar la validez de la firma electrónica de los documentos firmados en la dirección web: https://sede.armilla.es/portal/entidades.do?error=-1&ent_id=1&idioma=1 DOCUMENTO IDENTIFICADORES ESTADOFIRMASOTROS DATOS X X Nº EXPEDIENTE: 2026/8244 ANEXO V SOLVENCIA ECONÓMICA Y FINANCI…		batch-199.json
1999	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317228	Junta de Gobierno Local del Ayuntamiento de San Sadurniño		2026-09-08T00:00:00+00:00	46719.6	EUR	LOW		ión: https://sansadurnino.sedelectronica.gal/ Documento asinado electronicamente desde a plataforma xestiona esPublico | Páxina 4 a 139 Concello de San Sadurniño A.2. Mediante a acreditación da solvencia económica e financeira a que se refire o apartado 7.2.1.a), e a acreditación da solvencia técni…		batch-199.json
2000	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317503	Intendente de Cartagena		2027-11-30T00:00:00+00:00	139634.72	EUR	LOW		nte: ☒ ORDINARIA ☐ URGENTE ☒ ANTICIPADA Resolución del Órgano de Contratación, debidamente motivada, por la que declara de urgencia el expediente (Art. 119.1 LCSP) Haga clic aquí para escribir texto. Procedimiento ABIERTO SIMPLIFICADO Criterios de Adjudicación ☐ Se atiende a un único criterio ☒ Se …		batch-199.json
2001	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317149	Viceconsejería de la Presidencia del Gobierno de Canarias		2026-09-01T00:00:00+00:00	2856000	EUR	LOW		categoría 4, bastará dicha circunstancia para 3 acreditar la solvencia económica y financiera y técnica de la licitadora. Asimismo, puede acreditarse la correspondiente solvencia económica, financiera y técnica, por los medios establecidos en las cláusulas 4.3.1 y 4.3.2 del presente pliego. Los cer…		batch-200.json
2002	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_19994248	Aena. Dirección del Aeropuerto de Girona-Costa Brava		2027-08-31T00:00:00+00:00	17025	EUR	LOW		que lo haya emitido, si es el caso), mediante certificado de firma electrónica emitido por proveedores de servicios de certificación reconocidos por la plataforma @firma del Ministerio competente al respecto. El formato de los ficheros que se presenten en la plataforma ELICITA debe cumplir con los …		batch-200.json
2003	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317497	Inspección General de Sanidad de la Defensa		2026-09-02T00:00:00+00:00	18500	EUR	LOW		VO PARA LA RECOGIDA, ALMACENAMIENTO Y TRANSPORTE DE MUESTRAS DE SALIVA PARA REALIZAR PRUEBAS ANALÍTICAS DE DROGAS 4.1 - Descripción general: • Dispositivo de un solo uso para la determinación de tóxicos en saliva de drogas, incluyendo todo lo necesario para el desarrollo del test. 4.2 - Drogas a an…		batch-200.json
2004	ES-PLACSP:https:_contrataciondelestado.es_sindicacion_licitacionesPerfilContratante_20317450	Junta de Gobierno Local del Ayuntamiento de Santa María de Guía		2026-09-21T00:00:00+00:00	21972665.33	EUR	LOW		rotección frente a código malicioso y accesos no autorizados y comunicar inmediatamente al Ayuntamiento cualquier incidente que afecte o pueda afectar a los datos, sistemas, comunicaciones o continuidad del servicio. Los sistemas internos utilizados para la atención, registros, personal, mantenimie…		batch-200.json
